,composer,midi_list
635,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev," -1  -1  -1  -1  67  67  67  67  76  76  71  67  76  64  67  67  67  67
  76  76  71  67  76  64  64  45  32  74  45  -1  47  71  69  49  39  67
  50  42  62  43  30  72  31  45  69  67  47  66  36  64  28  67  66  33
  46  64  63  48  69  67  49  59  51  66  52  55  71  45  64  57  59  71
  69  61  67  74  62  93  95  97  98  67  67  71  67  74  67  76  76  71
  67  76  64  67  67  67  67  76  76  71  67  76  64  64  45  32  74  45
  47  71  69  49  67  50  48  69  66  47  46  76  47  48  72  71  51  69
  40  50  71  48  47  74  72  69  33  48  76  78  50  48  76  47  71  74
  50  78  40  52  55  78  57  46  78  75  90  92  94  87  63  -1  63  63
  63  63  64  57  45  42  54  39  47  35  37  39  40  42  75  44  45  47
  69  47  71  45  55  54  52  78  77  75  49  75  63  63  63  63  64  57
  45  42  54  39  95  91  46  35  87  93  51  40  91  89  78  89  54  52
  88  49  86  56  45  72  83  83  81  59  57  81  79  50  62  64  62  62
  60  59  57  45  57  62  42  62  43  67  67  74  67  76  76  71  67  76
  64  67  67  67  67  76  76  71  67  76  64  64  45  44  74  45  47  71
  69  49  67  50  42  62  31  30  72  31  45  69  67  47  66  48  40  67
  66  33  46  64  63  48  69  57  37  51  66  52  55  71  45  64  57  59
  71  69  61  67  74  62  93  95  97  98  67  67  67  67  76  76  71  67
  76  67  64  67  67  67  67  76  76  71  67  76  71  64  64  45  44  74
  45  47  71  69  49  67  38  48  69  66  47  46  76  47  48  72  71  51
  69  40  50  71  48  47  74  72  45  69  48  76  50  52  76  74  50  78
  79  59  47  50  50  50  50  78  79  76  31  52  81  79  40  79  78  52
  76  40  72  52  71  40  71  52  71  72  40  71  72  69  69  69  69  57
  69  71  69  71  52  69  66  67  64  57  66  40  66  67  67  28  67  47
  64  52  60  59  59  40  59  59  56  60  59  60  57  57  69  57  48  57
  59  57  59  40  55  57  54  55  40  79  84  88  64  91  52  91  90  64
  88  52  84  64  83  52  83  64  83  84  52  84  81  81  81  81  81  69
  83  81  52  83  64  81  78  79  69  78  53  78  67  67  40  67  54  66
  64  62  50  48  59  59  28  67  59  56  60  59  60  57  57  69  57  52
  57  59  57  59  40  57  54  55  52  40  66  67  71  31  71  36  38  40
  42  43  67  47  67  48  50  67  52  54  76  64  57  60  62  63  76  64
  69  71  73  74  76  78  59  65  78  79  81  83  85  67  86  88  90  91
  93  76  64  88  83  88  83  76  79  76  79  71  76  67  31  67  36  38
  40  42  43  67  47  67  48  50  67  52  54  76  64  57  59  61  63  64
  76  64  65  69  71  73  74  76  78  59  71  76  62  78  79  81  83  85
  67  67  86  88  90  91  93  95  98  76 100  64  67  91  95  88  91  88
  79  83  79  76  79  71  45  64  32  74  45  47  71  69  49  67  38  42
  62  31  30  72  43  45  69  67  47  66  48  48  40  67  66  45  46  64
  63  48  69  67  57  51  66  52  64  55  71  45  64  57  59  71  69  61
  67  74  62  93  95  97  98  62  67  31  36  38  40  42  43  67  47  67
  48  50  52  54  76  67  64  71  57  60  59  62  64  76  64  69  71  73
  74  76  78  71  76  78  79  81  83  85  74  67  86  88  90  91  93  95
  76  64  71  88  83  83  76  67  31  35  36  38  40  42  43  67  45  47
  67  48  50  52  54  67  64  76  57  59  61  63  64  76  71  64  69  73
  74  76  59  71  62  79  81  83  85  67  71  86  88  90  91  93  95  98
 100  76  64  67  88  -1  91  88  79  83  79  76  79  45  64  32  74  45
  47  71  69  49  67  50  48  69  66  47  46  76  47  48  72  71  51  69
  52  50  71  48  47  74  72  69  45  48  -1  76  50  52  76  74  50  78
  79  40  47  50  50  50  50  78  55  43  91  31  87"
636,Pyotr Ilyich Tchaikovsky / Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
637,Pyotr Ilyich Tchaikovsky / Sergei Rachmaninoff,-1 -1 -1 ... 80 83 92
638,Richard Wagner / Franz Liszt,-1 -1 -1 ... -1 -1 -1
639,Robert Schumann,-1 -1 -1 ... -1 72 41
640,Robert Schumann,-1 -1 -1 ... 65 41 -1
641,Robert Schumann,-1 -1 -1 ... 57 -1 -1
642,Robert Schumann,-1 -1 -1 ... -1 72 65
643,Robert Schumann,-1 -1 -1 ... 72 65 41
644,Robert Schumann,-1 -1 -1 ... 53 72 65
645,Robert Schumann,-1 -1 -1 ... -1 48 41
646,Robert Schumann,-1 -1 -1 ... -1 -1 -1
647,Robert Schumann,-1 -1 -1 ... 48 43 36
648,Robert Schumann,"-1 -1 -1 -1 -1 -1 58 54 49 -1 -1 -1 -1 42 -1 70 49 61 -1 56 61 49 56 -1
 49 61 42 71 61 49 58 54 61 49 51 54 61 49 42 66 -1 61 49 54 51 -1 56 49
 61 58 54 61 49 -1 42 70 61 49 61 49 61 58 66 49 42 73 66 49 56 49 66 63
 59 49 66 42 75 66 49 61 58 66 49 54 51 49 61 42 66 61 49 54 51 56 53 49
 61 58 54 61 42 70 61 61 49 55 58 61 51 39 70 51 61 61 58 51 44 73 63 51
 56 63 51 54 58 63 48 56 53 49 61 37 68 61 49 56 59 61 71 42 61 49 58 54
 49 61 53 56 46 62 54 63 46 66 39 63 46 54 56 44 63 36 68 63 44 56 53 61
 37 52 70 43 53 56 49 44 61 49 54 51 44 60 68 37 60 44 53 49 61 44 37 68
 61 54 58 61 49 42 70 61 49 56 53 61 49 59 56 61 71 42 61 49 58 54 61 49
 54 51 61 49 42 66 61 49 54 51 56 53 61 49 58 54 61 49 70 42 61 61 49 61
 58 49 66 42 73 49 66 56 49 66 59 63 49 66 42 75 49 66 61 58 66 49 51 54
 61 66 42 61 49 54 51 53 56 49 61 58 54 61 49 70 42 49 61 61 49 58 55 51
 61 39 70 51 61 58 61 51 44 73 63 51 59 56 63 51 58 54 48 56 53 49 61 37
 68 61 49 56 59 61 49 71 42 49 61 54 58 49 61 56 53 62 46 54 51 63 66 39
 63 46 54 56 44 63 36 68 63 44 56 53 37 61 52 58 43 70 56 53 61 68 44 61
 49 54 51 44 60 68 37 60 44 53 49 61 44 37 68 61 32 44 68 63 59 63 46 34
 70 68 65 62 68 30 42 70 66 63 68 65 32 59 46 34 66 63 58 54 58 65 44 62
 32 58 53 58 42 30 63 58 41 29 56 39 66 61 57 61 32 44 68 66 63 60 66 40
 28 68 64 61 42 30 63 57 64 61 44 56 52 56 42 30 63 60 56 51 56 40 28 61
 56 39 54 61 25 37 56 52 56 64 61 30 42 57 61 63 61 33 66 60 61 65 62 44
 59 62 35 68 65 45 33 60 63 66 63 36 48 69 62 63 68 65 35 62 65 50 38 71
 68 37 49 64 67 70 67 40 52 73 66 67 38 67 50 71 62 67 59 62 55 59 49 50
 55 54 44 53 50 47 44 41 38 39 42 48 51 54 57 58 54 49 61 37 70 49 61 56
 53 49 61 56 59 49 61 37 71 61 49 58 61 49 54 51 61 49 66 37 61 49 54 51
 56 49 61 58 49 42 70 49 61 49 61 58 61 49 66 73 42 66 59 56 49 66 59 63
 66 75 42 66 49 61 58 66 49 51 54 61 66 42 61 49 51 54 56 53 49 61 58 54
 61 49 42 70 49 62 50 58 51 63 39 70 63 51 61 58 51 63 73 44 63 51 59 56
 63 51 56 47 59 56 61 58 49 66 42 73 49 66 61 64 54 76 47 66 54 59 63 54
 66 66 63 57 69 48 78 57 69 63 66 69 57 48 78 57 69 66 63 69 66 69 77 78
 80 81 74 73 65 72 66 68 69 62 73 61 53 54 66 72 56 57 48 54 49 70 61 47
 53 68 61 73 73 61 64 52 46 48 49 51 52 45 44 60 43 61 63 64 57 56 44 72
 55 45 73 75 76 67 49 54 66 58 70 61 73 66 78 47 54 66 65 77 75 63 61 73
 71 58 59 71 58 50 70 68 56 51 54 66 78 66 77 53 61 65 75 63 71 61 54 73
 70 60 78 49 70 61 66 60 61 62 63 65 59 66 61 48 49 50 51 65 56 47 46 66
 54 45 75 66 72 44 37 65 73 66 58 54 49 61 42 49 61 56 53 61 49 59 56 61
 49 42 49 61 58 54 61 49 54 51 61 49 42 61 49 54 51 56 53 49 61 58 54 61
 49 42 61 49 66 51 54 68 56 61 49 70 54 58 61 49 42 49 61 66 54 51 68 56
 53 61 49 -1 70 58 61 61 49 61 49 61 49 -1 61 -1 -1 -1 -1 -1 -1"
649,Robert Schumann,-1 -1 -1 ... 63 -1 -1
650,Robert Schumann,-1 -1 -1 ... -1 55 -1
651,Robert Schumann,-1 -1 -1 ... 64 -1 -1
652,Robert Schumann,-1 -1 -1 ... -1 -1 -1
653,Robert Schumann,-1 -1 -1 ... 72 -1 -1
654,Robert Schumann,-1 -1 -1 ... -1 -1 -1
655,Robert Schumann / Franz Liszt,-1 -1 -1 ... -1 -1 -1
656,Sergei Rachmaninoff,-1 -1 -1 ... -1 70 70
657,Sergei Rachmaninoff,-1 -1 -1 ... -1 70 70
658,Sergei Rachmaninoff,-1 -1 -1 ... 70 70 -1
659,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
660,Sergei Rachmaninoff,-1 -1 -1 ... 61 -1 -1
661,Sergei Rachmaninoff,-1 -1 -1 ... 57 -1 33
662,Sergei Rachmaninoff,-1 -1 -1 ... 57 57 60
663,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
664,Sergei Rachmaninoff,-1 -1 -1 ... 63 -1 -1
665,Sergei Rachmaninoff,-1 -1 -1 ... 21 33 -1
666,Sergei Rachmaninoff,-1 -1 -1 ... 55 63 -1
667,Sergei Rachmaninoff,-1 -1 -1 ... -1 63 -1
668,Sergei Rachmaninoff,-1 -1 -1 ... 57 33 -1
669,Sergei Rachmaninoff,-1 -1 -1 ... 84 -1 -1
670,Sergei Rachmaninoff,-1 -1 -1 ... -1 86 77
671,Sergei Rachmaninoff,-1 -1 -1 ... 62 26 38
672,Sergei Rachmaninoff,-1 -1 -1 ... 55 50 43
673,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
674,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
675,Sergei Rachmaninoff,-1 -1 -1 ... 63 64 88
676,Sergei Rachmaninoff,"-1 -1 -1 -1 -1 -1 -1 62 59 -1 35 54 -1 42 50 47 -1 -1 -1 -1 -1 61 58 47
 40 62 55 59 64 61 -1 -1 -1 47 62 35 42 54 -1 50 61 40 47 62 55 59 61 58
 62 59 64 61 47 35 62 59 54 64 61 66 62 40 28 66 69 59 55 33 45 67 64 61
 55 57 66 26 64 57 62 66 57 54 66 62 64 61 59 40 28 66 62 55 64 61 41 64
 61 56 59 44 32 61 49 59 56 58 30 62 59 47 54 42 50 35 58 61 40 62 55 59
 64 61 59 42 35 61 58 50 59 56 61 58 40 62 59 55 61 58 62 59 61 35 47 62
 59 54 61 66 62 28 40 69 59 55 67 64 66 62 33 45 67 61 57 66 71 67 42 30
 71 67 62 57 69 66 67 64 47 35 69 66 59 67 72 69 28 40 69 64 59 71 67 55
 33 45 61 67 71 69 66 67 64 26 38 67 71 62 69 66 54 31 59 66 69 64 62 66
 25 37 59 59 55 64 62 38 59 61 40 62 56 59 41 61 32 53 49 58 52 30 49 42
 59 50 61 58 42 49 30 59 56 35 61 50 58 62 59 61 42 30 59 56 49 58 59 56
 35 61 58 50 62 59 40 59 56 52 57 45 33 62 59 61 57 59 64 61 62 59 38 61
 52 45 33 62 59 64 61 45 38 61 53 65 62 64 61 45 33 62 59 52 57 62 59 45
 38 62 59 53 61 64 62 59 45 33 57 61 52 59 61 64 42 66 63 57 44 32 56 60
 63 61 34 46 66 61 66 63 48 64 66 57 61 37 49 66 63 68 64 42 49 68 64 57
 69 66 68 64 47 35 66 63 57 64 61 66 63 66 40 56 68 64 64 37 49 69 66 59
 68 66 42 68 57 69 66 71 68 73 51 69 61 53 59 66 61 54 71 68 69 47 54 73
 62 69 71 73 69 40 52 71 68 62 69 66 71 68 45 52 71 68 61 73 69 68 69 68
 69 73 54 42 71 64 73 70 71 47 76 62 73 74 71 76 73 78 56 74 66 64 58 59
 71 74 35 47 54 57 62 76 68 78 78 66 74 76 73 71 73 69 68 42 69 66 57 47
 73 62 71 69 71 68 69 66 42 49 69 66 61 57 47 54 73 69 62 68 71 69 66 49
 69 61 66 65 37 56 61 59 61 62 64 40 40 47 61 59 61 59 61 62 67 64 40 55
 61 59 61 62 61 59 50 35 42 58 49 43 59 50 55 30 61 52 31 43 28 31 35 59
 54 50 35 47 30 42 49 58 43 59 55 50 58 49 30 59 50 61 31 43 28 31 43 35
 59 35 47 50 61 52 26 62 54 28 62 59 57 30 31 33 47 35 64 61 55 33 45 66
 35 61 55 25 62 54 26 57 28 30 31 45 62 54 61 52 43 59 50 28 55 62 54 30
 61 52 31 30 61 31 43 52 55 40 30 59 54 33 50 59 52 31 49 43 25 30 49 58
 42 40 28 26 38 25 23 35 62 59 50 61 40 47 62 55 59 64 61 46 47 59 62 23
 35 61 50 59 56 61 58 40 47 62 59 55 64 61 45 46 47 35 62 59 54 61 66 62
 28 40 69 59 55 30 31 47 35 67 64 66 62 33 45 61 67 57 66 31 71 43 30 42
 67 71 57 62 69 66 31 45 48 36 67 64 35 47 69 66 67 72 27 69 28 69 64 42
 71 31 67 55 45 61 67 71 66 69 25 67 26 67 71 57 62 40 42 66 54 59 43 66
 69 64 66 23 37 25 66 59 55 64 26 38 59 61 40 62 59 56 61 53 32 44 58 49
 30 42 59 35 40 52 59 62 67 73 81 85 79 71 81 78 76 78 74 73 47 54 74 71
 62 59 66 52 78 81 69 64 76 67 74 73 76 77 74 71 47 54 74 71 62 59 52 78
 74 67 76 73 74 71 62 54 71 66 73 42 70 58 40 47 61 55 62 69 73 67 59 62
 69 66 -1 64 66 62 61 47 35 59 62 50 54 47 40 69 66 55 59 64 62 66 61 64
 59 35 47 62 54 59 40 47 66 62 55 64 61 62 59 50 42 54 59 54 58 50 49 50
 52 59 43 31 55 50 49 50 49 50 52 58 40 46 52 54 58 46 30 42 -1 -1 59 50
 49 50 -1 -1 -1 -1"
677,Sergei Rachmaninoff,-1 -1 -1 ... 64 61 -1
678,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
679,Sergei Rachmaninoff,-1 -1 -1 ... 41 53 49
680,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
681,Sergei Rachmaninoff,"-1 -1 -1 -1 -1 -1 -1 62 42 35 47 -1 59 -1 54 50 -1 -1 -1 61 58 -1 40 47
 62 55 59 -1 64 61 -1 -1 -1 -1 47 35 62 54 59 -1 61 58 40 47 62 55 59 61
 58 62 59 64 61 47 59 35 64 61 62 28 40 69 59 66 55 62 45 33 67 57 61 66
 26 67 64 57 61 66 57 62 66 62 64 61 59 40 28 66 55 62 64 61 29 41 64 56
 61 62 59 44 61 53 58 54 42 30 62 47 35 59 54 61 58 40 47 62 55 59 60 64
 61 62 59 35 42 61 58 59 56 61 58 47 40 62 55 59 61 62 59 64 61 47 35 62
 59 54 64 61 62 69 28 40 66 59 62 55 67 64 66 62 45 33 64 61 57 66 67 42
 30 67 57 62 69 66 67 64 57 47 35 66 63 59 67 72 69 40 28 69 64 67 61 55
 57 45 33 67 66 67 64 38 26 67 62 57 69 66 54 59 43 31 66 64 66 62 37 59
 55 67 58 64 55 38 62 59 64 61 40 55 41 59 56 61 44 49 58 30 49 35 59 50
 42 61 30 49 56 35 42 61 58 50 62 59 61 58 42 30 59 49 58 54 59 56 35 42
 61 58 50 62 59 59 40 56 52 61 57 33 45 59 52 61 57 59 64 61 38 59 53 45
 45 61 57 33 52 62 59 61 45 38 64 61 53 62 65 64 61 45 33 62 59 52 61 57
 62 59 38 45 62 53 59 64 61 62 59 33 45 61 52 57 59 61 42 30 66 57 63 44
 32 56 63 60 61 46 36 63 66 61 66 48 64 66 63 57 64 61 49 37 66 63 64 42
 49 64 57 69 66 68 64 35 47 66 63 64 61 66 40 47 66 63 56 64 68 68 64 49
 37 69 66 59 68 65 66 49 42 71 57 66 68 51 73 69 71 68 61 69 54 66 57 71
 68 69 47 69 62 74 71 73 69 52 40 71 68 69 66 71 68 45 52 71 68 61 73 69
 71 68 73 69 68 73 69 54 42 74 64 71 73 70 71 64 54 47 76 74 64 71 73 56
 78 74 53 73 58 66 71 62 59 66 35 47 54 57 62 80 68 76 78 74 66 76 73 74
 71 69 71 68 49 42 69 57 66 47 54 73 66 62 74 71 73 69 71 68 66 42 49 69
 57 61 66 47 54 69 62 71 68 66 69 66 49 61 65 49 56 37 61 59 61 62 67 55
 64 40 61 59 61 59 61 62 67 47 40 55 64 61 59 61 62 61 35 47 59 54 50 42
 49 43 50 59 55 42 61 52 31 28 43 23 59 35 47 50 54 42 58 49 31 50 55 59
 58 49 42 30 59 50 43 52 61 40 31 23 47 35 59 54 50 52 61 38 62 54 40 57
 62 59 42 43 45 64 47 35 61 55 45 33 66 35 64 61 55 25 26 62 57 40 42 43
 45 62 61 52 43 31 59 50 40 55 62 54 42 43 61 42 31 61 52 55 40 42 59 45
 59 31 43 52 49 25 30 58 28 38 37 25 23 35 62 54 59 50 61 58 40 47 62 59
 55 64 61 46 47 62 59 35 23 61 50 58 59 56 61 58 47 40 62 59 55 64 61 45
 46 47 35 62 59 54 64 61 62 40 28 69 59 66 55 62 42 43 47 67 64 66 62 45
 33 64 61 57 66 67 43 42 30 67 57 62 69 66 43 45 48 67 64 47 35 69 66 63
 59 71 67 69 69 40 69 64 42 43 61 55 45 33 67 66 37 64 38 71 57 62 69 67
 40 42 66 30 59 54 43 31 66 64 64 35 66 62 37 25 59 55 57 67 64 38 62 59
 40 64 61 55 59 62 56 61 44 49 58 42 30 49 35 50 40 52 59 62 67 81 85 73
 83 71 79 81 78 79 76 74 73 47 62 74 71 66 59 52 69 78 64 76 67 78 74 76
 73 71 47 54 74 71 52 59 78 67 76 73 71 54 71 62 42 73 70 58 61 40 47 73
 55 62 61 69 71 59 67 69 66 64 66 62 61 35 47 62 59 54 40 47 69 59 66 55
 64 66 62 64 61 59 62 59 35 47 54 40 47 66 55 62 64 61 -1 59 -1 59 50 54
 42 58 30 54 50 49 50 52 59 43 55 50 49 50 49 50 52 58 55 40 28 -1 52 58
 42 46 -1 -1 35 50 49 50 -1"
682,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
683,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
684,Sergei Rachmaninoff,-1 -1 -1 ... 53 -1 -1
685,Sergei Rachmaninoff,-1 -1 -1 ... 51 -1 -1
686,Sergei Rachmaninoff,-1 -1 -1 ... -1 60 51
687,Sergei Rachmaninoff,-1 -1 -1 ... 84 -1 -1
688,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
689,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
690,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
691,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 62
692,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
693,Sergei Rachmaninoff,-1 -1 -1 ... 69 -1 -1
694,Sergei Rachmaninoff,-1 -1 -1 ... 35 35 23
695,Sergei Rachmaninoff,-1 -1 -1 ... 63 63 51
696,Sergei Rachmaninoff,-1 -1 -1 ... 56 -1 -1
697,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
698,Sergei Rachmaninoff,-1 -1 -1 ... -1 -1 -1
699,Sergei Rachmaninoff, -1  -1  -1 ... 104  -1  92
700,Sergei Rachmaninoff,-1 -1 -1 ... 88 88 -1
701,Sergei Rachmaninoff,"52 -1 -1 -1 -1 -1 -1 -1 57 33 -1 48 40 71 59 -1 -1 60 52 64 45 52 40 57
 33 64 48 71 40 59 60 52 64 45 52 24 55 64 43 36 71 59 52 60 43 64 36 52
 24 55 64 43 36 59 52 60 64 43 36 52 28 56 64 47 40 71 -1 59 -1 56 61 47
 68 40 52 28 56 64 47 40 59 61 68 40 52 28 56 64 47 47 59 57 66 68 78 73
 61 69 68 63 80 75 71 59 78 69 73 71 80 68 75 59 66 83 73 76 40 76 80 47
 56 59 66 68 78 73 61 69 68 63 80 71 75 59 73 78 69 64 80 71 68 75 65 59
 66 69 83 73 76 40 80 68 76 47 59 64 61 76 69 68 59 64 73 66 71 68 59 60
 78 74 71 66 68 80 -1 65 64 83 61 73 40 68 56 49 61 57 66 64 56 63 75 64
 72 68 61 63 76 75 56 76 71 62 64 78 79 56 80 40 28 71 61 64 47 54 57 59
 61 59 68 64 47 73 59 71 63 58 62 76 67 40 28 68 57 66 61 47 54 56 57 59
 56 61 64 47 69 64 68 56 59 64 55 73 58 40 28 57 64 54 62 47 49 50 54 52
 61 57 40 51 66 60 64 59 56 50 73 58 49 57 59 52 49 28 40 -1 54 57 61 64
 69 85 57 59 75 68 63 61 59 57 49 59 40 28 54 57 61 64 69 85 57 59 75 68
 63 61 59 57 59 49 28 40 54 56 57 52 59 56 51 59 54 49 59 52 57 59 51 56
 59 49 54 59 47 52 45 59 56 51 44 47 59 52 42 44 42 59 52 47 56 40 -1 -1
 -1 -1 -1"
702,Sergei Rachmaninoff,-1 -1 -1 ... 58 69 80
703,Sergei Rachmaninoff / György Cziffra, -1  -1  -1 ...  57  93 105
704,Sergei Rachmaninoff / Vyacheslav Gryaznov,-1 -1 -1 ... 87 99 -1
705,Wolfgang Amadeus Mozart,-1 -1 -1 ... 69 57 -1
706,Wolfgang Amadeus Mozart,-1 -1 -1 ... 48 36 -1
707,Wolfgang Amadeus Mozart,-1 -1 -1 ... 53 46 -1
708,Wolfgang Amadeus Mozart,-1 -1 -1 ... -1 -1 -1
709,Wolfgang Amadeus Mozart,-1 -1 -1 ... -1 -1 -1
710,Wolfgang Amadeus Mozart,-1 -1 -1 ... -1 -1 -1
711,Wolfgang Amadeus Mozart,-1 -1 -1 ... 74 -1 -1
712,Wolfgang Amadeus Mozart,-1 -1 -1 ... -1 -1 -1
713,Wolfgang Amadeus Mozart,-1 -1 -1 ... 48 36 -1
714,Wolfgang Amadeus Mozart,-1 -1 -1 ... 36 48 36
715,Wolfgang Amadeus Mozart,-1 -1 -1 ... 74 50 38
716,Wolfgang Amadeus Mozart,-1 -1 -1 ... 74 62 -1
717,Wolfgang Amadeus Mozart,-1 -1 -1 ... -1 -1 -1
718,Wolfgang Amadeus Mozart,-1 -1 -1 ... 62 74 -1
719,Wolfgang Amadeus Mozart,-1 -1 -1 ... 57 49 -1
720,Wolfgang Amadeus Mozart,-1 -1 -1 ... 66 38 -1
721,Wolfgang Amadeus Mozart,-1 -1 -1 ... 53 -1 -1
722,Wolfgang Amadeus Mozart,-1 -1 -1 ... 65 53 -1
723,Wolfgang Amadeus Mozart,"-1 -1 -1 -1 -1 73 56 72 -1 73 72 -1 -1 73 72 72 -1 -1 77 61 77 67 68 67
 67 75 -1 73 60 72 67 64 61 60 60 68 65 67 61 49 70 67 68 65 -1 67 64 68
 65 60 59 60 70 67 67 68 65 67 64 68 65 67 49 61 70 67 68 65 67 64 65 68
 60 59 60 67 64 68 65 67 68 64 58 67 53 58 64 65 56 51 68 56 60 56 68 51
 56 51 70 55 58 55 51 70 55 51 70 55 58 55 51 55 51 72 56 60 56 51 68 56
 73 53 56 61 56 51 72 56 50 77 53 58 53 50 65 53 51 68 55 58 55 51 55 51
 67 55 58 55 51 55 52 74 56 59 56 52 56 52 80 56 59 56 52 56 51 79 55 58
 55 51 55 51 82 55 58 55 63 58 62 83 65 68 65 62 65 62 80 65 71 65 62 65
 87 61 67 70 67 61 67 61 79 63 70 63 61 63 60 63 68 80 63 80 60 63 61 65
 77 68 65 77 61 65 63 68 72 68 75 63 68 63 70 79 73 70 79 63 70 65 80 68
 72 68 84 65 68 80 61 79 65 77 68 80 65 61 77 65 51 77 75 56 60 56 77 75
 51 73 72 56 70 68 51 72 70 55 72 70 72 61 70 72 70 55 72 70 72 51 70 72
 70 55 68 70 68 56 72 52 72 53 65 73 49 65 51 72 63 73 70 39 67 61 60 60
 40 60 41 37 61 53 39 60 56 51 61 39 55 49 44 49 56 32 48 77 75 77 75 77
 75 75 75 75 66 69 77 78 54 63 57 53 65 51 66 70 65 60 69 61 65 72 57 45
 46 73 72 73 75 73 78 73 57 73 75 60 73 57 72 78 77 78 80 78 77 72 55 56
 72 73 72 56 55 71 77 62 61 62 79 63 62 54 60 59 60 77 62 60 75 74 71 55
 54 55 56 55 43 68 48 67 68 67 68 67 67 72 56 72 62 63 62 62 70 68 67 62
 59 55 56 55 55 63 60 65 62 48 65 49 48 48 67 64 68 65 70 67 53 56 73 68
 72 73 72 68 73 72 72 77 58 61 77 67 68 67 67 75 73 64 72 60 61 60 60 68
 65 67 49 61 70 67 67 68 65 67 64 68 65 60 59 60 48 67 64 68 65 70 67 68
 67 64 58 67 53 64 65 56 72 53 56 60 56 72 53 56 51 72 54 57 54 51 72 54
 49 72 53 57 53 49 53 49 70 53 58 53 48 68 53 46 66 49 58 49 70 46 49 46
 68 66 49 54 49 47 65 50 48 65 53 56 53 48 53 48 64 52 55 52 48 52 49 71
 53 56 53 49 53 49 77 53 56 53 49 53 48 76 52 55 52 48 52 48 79 52 55 52
 60 55 59 80 62 65 62 59 62 79 59 77 62 68 62 59 62 58 85 64 67 64 58 64
 58 76 61 67 61 58 61 56 60 77 65 60 56 77 60 58 61 73 65 61 73 58 61 60
 65 72 68 65 60 72 65 60 67 76 67 60 76 67 56 77 60 65 60 84 56 80 60 80
 58 61 85 65 82 61 82 58 79 61 60 79 65 77 68 65 60 65 80 78 48 80 78 80
 51 78 80 78 57 80 78 80 51 78 80 78 80 48 78 80 78 77 51 78 77 49 53 59
 79 53 80 49 53 50 68 53 56 70 53 71 53 48 72 73 74 75 76 77 48 65 68 52
 67 68 58 67 68 67 52 68 67 68 48 67 68 67 65 52 67 53 65 65 46 61 58 65
 46 68 48 60 65 67 36 64 58 41 65 56 75 45 66 58 46 59 77 68 68 60 65 67
 48 67 64 67 58 64 53 65 41 56 60 -1 -1 -1 84 81 77 -1 77 77 76 72"
